invoice_id,project_id,vendor_name,category,invoice_amount_naira,invoice_date,payment_status,notes
INV03318,PRJ03546,ondeck production staffing,Crew,15304981,19/04/2024,pending,
INV02887,PRJ00308,ONSET MEALS NG,Catering,"NGN 8,382,619",2023-03-23,PAID,
INV02144,PRJ03035,Stagehand Talent Agency,Talent,277103,04-04-2022,paid,
INV01513,PRJ02765,Crew Connect NG,Crew,4698740,01-12-2021,disputed,
INV06807,PRJ02648,Coastline Property Services,Location,17873602,21 Aug 2023,Disputed,
INV05847,PRJ03078,Frame & Focus Equipment,Equipment Rental,17983452,11/11/2024,OVERDUE,
INV01315,PRJ00044,FRAME & FOCUS EQUIPMENT,Equipment Rental,412375,17 May 2022,Pd,
INV06435,PRJ03825,stagehand talent agency,Talent,8307118,28 May 2024,pending,
INV01656,PRJ00195,ProGear Nigeria,Equipment Rental,10242783,18-02-2023,PAID,
INV07353,PRJ02129,soundwave post ng,Post-Production,33099643,18 Jun 2024,Pending,
INV06592,PRJ02030,ColourGrade Lagos,Post-Production,8359184,2023-12-05,paid,
INV05291,PRJ03489,SoundWave Post NG,Post-Production,2287941,18 Mar 2024,Overdue,
INV03851,PRJ03734,Stagehand Talent Agency,Talent,479901,25-02-2021,OVERDUE,
INV01917,PRJ00184,ondeck production staffing,Crew,5432953,05-08-2025,disputed,
INV01380,PRJ02100,CHOP LIFE CATERING,Catering,33799425,11-05-2024,pending,
INV01353,PRJ02491,Redline Camera Rentals,Equipment Rental,22685213,22/12/2023,OVERDUE,
INV08971,PRJ00113,CHOP LIFE CATERING,Catering,3456651,01/10/2022,OVERDUE,
INV07443,PRJ02165,SoundWave Post NG,Post-Production,7602102,26 May 2023,Overdue,
INV07651,PRJ02927,REEL EDIT STUDIOS,Post-Production,10042755,2025-06-19,Pd,
INV07717,PRJ03418,ColourGrade Lagos,Post-Production,20085625,2022-06-19,paid,
INV05460,PRJ00979,stagehand talent agency,Talent,26036049,26 Dec 2021,OVERDUE,
INV09460,PRJ03906,PROGEAR NIGERIA,Equipment Rental,29022058,13 Nov 2023,OVERDUE,
INV02401,PRJ00761,ProGear Nigeria,Equipment Rental,41419961,27 Nov 2023,Disputed,
INV07534,PRJ00717,Chop Life Catering,Catering,24271111,2024-06-08,paid,
INV01900,PRJ01914,Mama Bisi Kitchen Services,Catering,10787201,10-10-2025,OVERDUE,
INV00971,PRJ02063,colourgrade lagos,Post-Production,2730527,05/12/2022,Pending,
INV03102,PRJ03508,coastline property services,Location,10328386,25-12-2022,Paid,
INV04412,PRJ00235,Naija Locations Ltd,Location,54705230,21 Nov 2023,Pd,
INV07870,PRJ01956,OnDeck Production Staffing,Crew,38733714,21-03-2021,Pd,
INV07799,PRJ01692,ondeck production staffing,Crew,1441712,2022-11-20,Paid,
INV03177,PRJ01937,Naija Locations Ltd,Location,7004465,15-07-2025,disputed,
INV00473,PRJ03796,Crew Connect NG,Crew,19734640,2021-02-26,Pd,
INV06633,PRJ03973,SoundWave Post NG,Post-Production,16899533,12/11/2021,Disputed,
INV06315,PRJ02026,Crew Connect NG,Crew,23879203,01/06/2025,Paid,
INV09056,PRJ01131,Stagehand Talent Agency,Talent,27577195,03/10/2022,Paid,
INV00778,PRJ00017,Redline Camera Rentals,Equipment Rental,2119378,25 Dec 2025,PAID,
INV04911,PRJ02812,SoundWave Post NG,Post-Production,44999661,27/12/2023,pending,
INV08300,PRJ02082,Naija Faces Casting,Talent,40709263,20-04-2023,Overdue,
INV07134,PRJ00210,Stagehand Talent Agency,Talent,4263928,12/06/2022,Overdue,
INV05681,PRJ00766,Coastline Property Services,Location,20333811,05/07/2023,Pending,
INV01219,PRJ01144,OnDeck Production Staffing,Crew,41093506,28-06-2023,OVERDUE,
INV04933,PRJ00393,ondeck production staffing,Crew,21985292,17-10-2023,Pd,
INV04486,PRJ01547,OnDeck Production Staffing,Crew,369557,13/04/2024,paid,
INV00843,PRJ03716,ProGear Nigeria,Equipment Rental,3099645,09-05-2022,PAID,
INV06680,PRJ01980,SoundWave Post NG,Post-Production,24441739,04 Feb 2024,Pending,
INV08744,PRJ03031,naija locations ltd,Location,31905084,03/08/2022,Paid,
INV00767,PRJ02040,Chop Life Catering,Catering,49481057,2023-07-10,Overdue,
INV07066,PRJ02467,Crew Connect NG,Crew,13477277,25/12/2021,paid,
INV00396,PRJ03983,Crew Connect NG,Crew,26304306,17 Mar 2024,paid,
INV03654,PRJ01698,Crew Connect NG,Crew,45508373,2025-01-16,Disputed,
INV02675,PRJ00705,Lagos Grip & Lighting Co,Equipment Rental,6928703,12-04-2023,OVERDUE,
INV01448,PRJ03077,Stagehand Talent Agency,Talent,13438852,14-03-2024,Disputed,
INV05977,PRJ02787,Naija Locations Ltd,Location,23545166,2024-12-01,paid,
INV02513,PRJ02419,Mama Bisi Kitchen Services,Catering,30436707,26-10-2023,pending,
INV00274,PRJ03225,Chop Life Catering,Catering,19562009,08/05/2022,pending,
INV03124,PRJ01895,Naija Locations Ltd,Location,2698134,2025-05-16,Paid,
INV05688,PRJ01127,Naija Faces Casting,Talent,346678,15 Jun 2025,Pd,
INV01409,PRJ01164,ColourGrade Lagos,Post-Production,973901,2023-09-27,Overdue,
INV01045,PRJ03270,Reel Edit Studios,Post-Production,13680249,01 Dec 2021,paid,
INV03638,PRJ03786,OnSet Meals NG,Catering,36614282,22/11/2022,Pending,
INV03553,PRJ03892,Redline Camera Rentals,Equipment Rental,26130957,2024-12-13,Pending,
INV04990,PRJ03097,Naija Locations Ltd,Location,19186923,2024-08-23,Disputed,
INV03466,PRJ01921,OnDeck Production Staffing,Crew,4165079,16/06/2021,pending,
INV07095,PRJ02977,Stagehand Talent Agency,Talent,2620565,18 Mar 2021,pending,
INV07346,PRJ02314,Lagos Grip & Lighting Co,Equipment Rental,41813566,2023-07-02,PAID,
INV01976,PRJ00840,Crew Connect NG,Crew,3400935,14 Jan 2022,Disputed,
INV07768,PRJ01036,Coastline Property Services,Location,5755007,19-11-2025,pending,
INV03047,PRJ03688,Mama Bisi Kitchen Services,Catering,13671458,26-05-2022,Pending,
INV08697,PRJ02874,Lagos Grip & Lighting Co,Equipment Rental,6611198,01-08-2024,Pending,
INV06981,PRJ03275,FRAME & FOCUS EQUIPMENT,Equipment Rental,26590516,2021-12-25,Disputed,
INV09093,PRJ02742,OnSet Meals NG,Catering,20943184,15/04/2021,PAID,
INV02742,PRJ01141,NAIJA LOCATIONS LTD,Location,30186683,23-05-2024,OVERDUE,
INV05414,PRJ00345,Crew Connect NG,Crew,20917186,26-08-2025,paid,
INV08917,PRJ01376,crew connect ng,Crew,19645391,23/07/2023,PAID,
INV01447,PRJ03077,Urban Set Scouts,Location,19533646,27 Aug 2024,pending,
INV01193,PRJ00076,Urban Set Scouts,Location,2842658,18/06/2022,Disputed,
INV00458,PRJ00990,Urban Set Scouts,Location,45892347,16 Sep 2021,OVERDUE,
INV07937,PRJ01863,SoundWave Post NG,Post-Production,22984763,28 May 2022,OVERDUE,
INV02803,PRJ01938,Redline Camera Rentals,Equipment Rental,10142840,06-12-2022,Disputed,
INV03534,PRJ03761,Chop Life Catering,Catering,16863838,07 Apr 2025,paid,
INV03175,PRJ01937,URBAN SET SCOUTS,Location,953184,2023-03-28,pending,
INV01583,PRJ01707,ProGear Nigeria,Equipment Rental,6318467,2023-12-08,Pending,
INV00240,PRJ00880,PROGEAR NIGERIA,Equipment Rental,3763867,2025-10-09,Pd,
INV06661,PRJ00064,Redline Camera Rentals,Equipment Rental,35347268,2024-09-21,OVERDUE,
INV09023,PRJ01018,ColourGrade Lagos,Post-Production,32399457,14 Nov 2025,disputed,
INV00489,PRJ01368,lagos grip & lighting co,Equipment Rental,12468127,17/09/2024,paid,
INV06637,PRJ02036,Naija Locations Ltd,Location,2598984,08/07/2023,Pending,
INV02434,PRJ02094,Urban Set Scouts,Location,27226752,2025-01-16,OVERDUE,
INV06264,PRJ02445,REDLINE CAMERA RENTALS,Equipment Rental,7560112,26/03/2025,Disputed,
INV01419,PRJ03602,Mama Bisi Kitchen Services,Catering,5507062,21 Sep 2022,PAID,
INV09165,PRJ01043,OnDeck Production Staffing,Crew,1835595,03 Apr 2022,Pd,
INV09226,PRJ03110,Mama Bisi Kitchen Services,Catering,22478135,02/07/2022,OVERDUE,
INV08597,PRJ01625,FRAME & FOCUS EQUIPMENT,Equipment Rental,"NGN 1,915,897",2025-06-26,Paid,
INV08687,PRJ01247,Coastline Property Services,Location,"NGN 6,120,979",2021-06-08,Overdue,
INV01541,PRJ00512,Coastline Property Services,Location,4292978,13 Dec 2023,disputed,
INV07000,PRJ02945,Naija Faces Casting,Talent,14920170,01/02/2022,Paid,
INV07840,PRJ00065,NAIJA LOCATIONS LTD,Location,36767104,28-08-2025,Disputed,
INV02027,PRJ03272,MAMA BISI KITCHEN SERVICES,Catering,1423052,13-07-2022,Disputed,
INV09376,PRJ03972,Mama Bisi Kitchen Services,Catering,2514481,10-06-2024,Disputed,
INV09604,PRJ03493,ColourGrade Lagos,Post-Production,4444295,09/09/2023,Paid,
INV07738,PRJ01066,Stagehand Talent Agency,Talent,"NGN 16,017,643",11 Aug 2022,pending,
INV04086,PRJ02816,ProGear Nigeria,Equipment Rental,4992822,14 Sep 2024,Pending,
INV07628,PRJ00773,Chop Life Catering,Catering,60376,13 Apr 2022,disputed,
INV05746,PRJ00333,Coastline Property Services,Location,521613,20/11/2023,Paid,
INV02254,PRJ03567,OnSet Meals NG,Catering,10323441,15-03-2025,pending,
INV03476,PRJ02212,Reel Edit Studios,Post-Production,31966755,2022-12-07,Disputed,
INV06251,PRJ02325,Redline Camera Rentals,Equipment Rental,45435881,2025-09-22,Pending,
INV03244,PRJ01752,Coastline Property Services,Location,9270358,11 Dec 2022,PAID,
INV05213,PRJ01342,ColourGrade Lagos,Post-Production,20524782,2021-11-22,pending,
INV05641,PRJ01990,Redline Camera Rentals,Equipment Rental,545707,23/09/2021,OVERDUE,
INV06433,PRJ03825,Crew Connect NG,Crew,"NGN 668,259",28-12-2024,PAID,
INV03616,PRJ01074,ColourGrade Lagos,Post-Production,13589857,2023-12-20,Pending,
INV06466,PRJ00389,SoundWave Post NG,Post-Production,32089096,23-09-2023,Pending,
INV05026,PRJ00488,SoundWave Post NG,Post-Production,2962899,27 Jan 2022,pending,
INV02880,PRJ01031,Crew Connect NG,Crew,28108187,15 Jan 2023,disputed,
INV01097,PRJ00708,REDLINE CAMERA RENTALS,Equipment Rental,29634382,17-11-2024,Overdue,
INV03163,PRJ02135,Urban Set Scouts,Location,"NGN 213,594",04/12/2021,OVERDUE,
INV05112,PRJ02760,SoundWave Post NG,Post-Production,5111914,2025-12-11,pending,
INV02726,PRJ00415,Chop Life Catering,Catering,13173685,03/06/2022,Pd,
INV07491,PRJ00528,OnSet Meals NG,Catering,18775036,21 Jul 2023,PAID,
INV05530,PRJ00002,Stagehand Talent Agency,Talent,18591888,25/11/2025,disputed,
INV04391,PRJ03601,Stagehand Talent Agency,Talent,"NGN 4,903,355",03-03-2025,Overdue,
INV09178,PRJ03703,Stagehand Talent Agency,Talent,10087954,24-01-2022,pending,
INV02889,PRJ02880,Reel Edit Studios,Post-Production,12948629,23-08-2021,PAID,
INV09266,PRJ01450,Chop Life Catering,Catering,410029,05-06-2025,disputed,
INV06094,PRJ01637,ProGear Nigeria,Equipment Rental,5179347,17-10-2021,Pd,
INV03519,PRJ01182,Coastline Property Services,Location,22241537,2021-01-17,Pd,
INV00464,PRJ01388,FRAME & FOCUS EQUIPMENT,Equipment Rental,17992336,2023-05-23,Pending,
INV09354,PRJ03728,Crew Connect NG,Crew,28816591,02/04/2022,OVERDUE,
INV08983,PRJ03250,OnDeck Production Staffing,Crew,23655885,23-08-2025,Pending,
INV02194,PRJ01438,ProGear Nigeria,Equipment Rental,3825903,05 Apr 2021,Overdue,
INV06253,PRJ02262,Crew Connect NG,Crew,16219756,21-08-2021,Paid,
INV01188,PRJ02922,Coastline Property Services,Location,4252448,2023-09-07,Pending,
INV03350,PRJ03362,COLOURGRADE LAGOS,Post-Production,2658979,24-12-2024,paid,
INV09062,PRJ02675,Crew Connect NG,Crew,54333520,2025-05-14,Paid,
INV02158,PRJ00843,Crew Connect NG,Crew,25020582,09 Aug 2024,OVERDUE,
INV02236,PRJ00854,SoundWave Post NG,Post-Production,10484239,2025-07-25,Overdue,
INV07222,PRJ02329,Naija Faces Casting,Talent,15854066,27/06/2025,Paid,
INV05754,PRJ00384,REDLINE CAMERA RENTALS,Equipment Rental,26960207,04-11-2021,Pending,
INV07806,PRJ03865,Chop Life Catering,Catering,24814263,22/05/2025,Disputed,
INV01429,PRJ00913,Stagehand Talent Agency,Talent,9507099,16 Sep 2023,Paid,
INV09121,PRJ01431,SoundWave Post NG,Post-Production,51175,16/01/2024,disputed,
INV04884,PRJ01317,redline camera rentals,Equipment Rental,11531845,2025-02-27,Pd,
INV00082,PRJ00571,Reel Edit Studios,Post-Production,2757637,17 Dec 2023,OVERDUE,
INV09081,PRJ00068,CHOP LIFE CATERING,Catering,39791063,07 Apr 2024,Paid,
INV06847,PRJ01775,OnDeck Production Staffing,Crew,1174241,05-06-2025,disputed,
INV08366,PRJ02739,Crew Connect NG,Crew,16651046,26 Aug 2021,Pending,
INV06880,PRJ00534,Naija Faces Casting,Talent,25248398,2021-01-15,pending,
INV02993,PRJ03062,Redline Camera Rentals,Equipment Rental,27872329,10/03/2024,disputed,
INV09703,PRJ01078,SoundWave Post NG,Post-Production,482704,25/09/2025,paid,
INV05283,PRJ03351,Lagos Grip & Lighting,Equipment Rental,9539453,24/01/2021,disputed,
INV04828,PRJ03241,Mama Bisi Kitchen Services,Catering,10849850,26 Dec 2023,Pending,
INV00124,PRJ00073,OnSet Meals NG,Catering,44266016,11-05-2021,Pd,
INV04700,PRJ02815,ColourGrade Lagos,Post-Production,11049866,15/09/2023,paid,
INV01524,PRJ02451,Frame & Focus Equipment,Equipment Rental,21753839,22/07/2024,Paid,
INV02970,PRJ03685,OnDeck Production Staffing,Crew,17087909,25 Jan 2022,paid,
INV06769,PRJ01764,Stagehand Talent Agency,Talent,6820941,17/12/2021,Disputed,
INV07244,PRJ00842,Lagos Grip & Lighting Co,Equipment Rental,74149175,27 Sep 2025,OVERDUE,
INV00763,PRJ01777,Naija Faces Casting,Talent,8611741,06/03/2023,Pd,
INV05939,PRJ03874,Chop Life Catering,Catering,16216113,09-12-2025,Overdue,
INV01618,PRJ00538,FRAME & FOCUS EQUIPMENT,Equipment Rental,27875156,04/12/2021,OVERDUE,
INV08860,PRJ02071,reel edit studios,Post-Production,18856499,12 Jan 2023,Overdue,
INV07415,PRJ00081,coastline property services,Location,43392171,2024-11-24,Disputed,
INV07374,PRJ01769,CREW CONNECT NG,Crew,41596924,24-10-2023,PAID,
INV01882,PRJ01151,Crew Connect NG,Crew,303551,01 Mar 2022,OVERDUE,
INV00130,PRJ03539,LAGOS GRIP & LIGHTING CO,Equipment Rental,21206147,04/09/2024,Overdue,
INV00715,PRJ03725,Reel Edit Studios,Post-Production,2415720,18 Feb 2021,paid,
INV04707,PRJ03194,ProGear Nigeria,Equipment Rental,16770226,2023-06-16,paid,
INV05868,PRJ02715,ONSET MEALS NG,Catering,25050449,10/01/2021,disputed,
INV03769,PRJ00879,Naija Locations Ltd,Location,3154285,03-04-2025,Pd,
INV08862,PRJ00526,OnSet Meals NG,Catering,39325519,05/10/2022,OVERDUE,
INV01125,PRJ02050,OnDeck Production Staffing,Crew,26215195,07/06/2025,disputed,
INV00969,PRJ02063,OnDeck Production Staffing,Crew,8172483,04-08-2022,Overdue,
INV01154,PRJ00204,Coastline Property Services,Location,2429056,22/12/2021,Pd,
INV06328,PRJ03676,naija locations ltd,Location,9482269,01 Jun 2022,Disputed,
INV06684,PRJ01980,naija faces casting,Talent,2663304,03/07/2022,PAID,
INV00003,PRJ03827,Lagos Grip & Lighting Co,Equipment Rental,37148983,14 Jun 2024,Overdue,
INV01378,PRJ00662,Frame & Focus Equipment,Equipment Rental,2346772,10 Apr 2025,disputed,
INV01588,PRJ02731,Frame & Focus Equipment,Equipment Rental,19009932,2021-10-12,Paid,
INV08098,PRJ02466,Chop Life Catering,Catering,346993,24/09/2022,Pending,
INV05739,PRJ01458,MAMA BISI KITCHEN SERVICES,Catering,59322405,26/08/2022,Paid,
INV09013,PRJ02183,ColourGrade Lagos,Post-Production,"NGN 14,502,399",2022-11-21,OVERDUE,
INV07203,PRJ03051,Naija Locations Ltd,Location,5704368,20/02/2021,disputed,
INV03378,PRJ00352,MAMA BISI KITCHEN SERVICES,Catering,12662080,15/03/2023,PAID,
INV07207,PRJ03239,Crew Connect NG,Crew,6247001,2025-10-20,paid,
INV04970,PRJ03853,Naija Faces Casting,Talent,59630274,03 Oct 2021,Overdue,
INV07306,PRJ03345,OnDeck Production Staffing,Crew,24914862,2023-05-04,Disputed,
INV04727,PRJ00099,Redline Camera Rentals,Equipment Rental,37642458,11 Sep 2022,PAID,
INV00097,PRJ03727,soundwave post ng,Post-Production,7632039,01/03/2025,paid,
INV09260,PRJ01288,OnDeck Production Staffing,Crew,957547,2023-04-17,Pending,
INV06415,PRJ00604,Lagos Grip & Lighting Co,Equipment Rental,2799395,01/07/2023,Pending,
INV03757,PRJ03555,NAIJA FACES CASTING,Talent,7763540,06 Jul 2023,Overdue,
INV00883,PRJ03064,NAIJA LOCATIONS LTD,Location,11529069,2022-09-20,paid,
INV06189,PRJ00799,NAIJA LOCATIONS LTD,Location,7306274,19/07/2022,Pd,
INV03636,PRJ00628,OnDeck Production Staffing,Crew,52968912,01-09-2025,PAID,
INV03020,PRJ00956,COASTLINE PROPERTY SERVICES,Location,15675585,2021-10-17,paid,
INV06973,PRJ03312,Redline Camera Rentals,Equipment Rental,31299611,18/04/2022,PAID,
INV03632,PRJ01729,Urban Set Scouts,Location,25184302,2024-09-16,Pending,
INV04847,PRJ02854,Chop Life Catering,Catering,20355901,11 Apr 2022,OVERDUE,
INV06227,PRJ01574,redline camera rentals,Equipment Rental,1316966,19-08-2023,OVERDUE,
INV06614,PRJ03530,STAGEHAND TALENT AGENCY,Talent,1727188,2023-08-23,Pd,
INV05355,PRJ03714,Lagos Grip & Lighting Co,Equipment Rental,34108549,24/10/2022,pending,
INV04576,PRJ02960,naija locations ltd,Location,71325914,26 Jan 2022,disputed,
INV02041,PRJ01598,Redline Camera Rentals,Equipment Rental,42762887,07-03-2025,Overdue,
INV06565,PRJ00332,Crew Connect NG,Crew,249871,2022-07-28,Disputed,
INV05022,PRJ02740,Crew Connect NG,Crew,36665372,2021-04-15,Disputed,
INV06366,PRJ02166,Naija Locations Ltd,Location,2630236,04/09/2023,Pending,
INV08108,PRJ00700,OnSet Meals NG,Catering,16988368,26 Jul 2023,paid,
INV01624,PRJ03969,Reel Edit Studios,Post-Production,30111345,05-04-2023,Paid,
INV08808,PRJ03468,redline camera rentals,Equipment Rental,8807799,2025-12-02,paid,
INV08044,PRJ03784,Urban Set Scouts,Location,530318,2021-06-20,OVERDUE,
INV03263,PRJ00447,Crew Connect NG,Crew,5928549,08-03-2023,Overdue,
INV07360,PRJ01782,OnDeck Production Staffing,Crew,6620001,08-06-2022,disputed,
INV07159,PRJ02546,Frame & Focus Equipment,Equipment Rental,56346307,2021-08-20,PAID,
INV05245,PRJ03869,SoundWave Post NG,Post-Production,1705263,22-01-2025,Paid,
INV03392,PRJ02828,ColourGrade Lagos,Post-Production,11776419,06-10-2025,Pd,
INV04092,PRJ00281,naija locations ltd,Location,1062543,16 Nov 2022,Disputed,
INV09710,PRJ01862,OnSet Meals NG,Catering,7337959,03-06-2025,OVERDUE,
INV02334,PRJ00487,NAIJA LOCATIONS LTD,Location,40327413,2024-04-26,disputed,
INV00471,PRJ01372,ONDECK PRODUCTION STAFFING,Crew,29683857,2022-11-05,Pending,
INV01286,PRJ00855,NAIJA LOCATIONS LTD,Location,16345205,22 Jan 2025,pending,
INV08089,PRJ01940,Mama Bisi Kitchen Services,Catering,9206361,2024-08-16,Pending,
INV01554,PRJ01415,Stagehand Talent Agency,Talent,4126905,16-12-2022,Pd,
INV05273,PRJ02277,Mama Bisi Kitchen Services,Catering,16264292,04 Jul 2021,Overdue,
INV04309,PRJ02011,Mama Bisi Kitchen Services,Catering,53393013,20 Apr 2022,PAID,
INV09189,PRJ02463,Naija Faces Casting,Talent,15049004,07-01-2021,disputed,
INV06052,PRJ00138,ProGear,Equipment Rental,7186278,2021-09-02,Pd,
INV09325,PRJ00676,ONSET MEALS NG,Catering,18349881,2024-09-03,OVERDUE,
INV03290,PRJ00006,Stagehand Talent Agency,Talent,35704658,16 Jan 2021,Pending,
INV00213,PRJ01882,STAGEHAND TALENT AGENCY,Talent,15329951,2025-11-23,Disputed,
INV00392,PRJ03915,Naija Locations Ltd,Location,6419827,03/11/2023,Pd,
INV00551,PRJ00433,onset meals ng,Catering,28268235,20/03/2022,disputed,
INV06946,PRJ01829,SoundWave Post NG,Post-Production,75999824,10-01-2024,OVERDUE,
INV04294,PRJ02230,Stagehand Talent Agency,Talent,22627788,05 Apr 2022,paid,
INV09697,PRJ00416,ColourGrade Lagos,Post-Production,603739,05/09/2022,paid,
INV09002,PRJ03677,OnDeck Production Staffing,Crew,7982591,23-10-2023,PAID,
INV02940,PRJ00169,Naija Locations Ltd,Location,7137944,2023-12-28,paid,
INV07988,PRJ02635,ColourGrade Lagos,Post-Production,14047247,16/04/2025,Disputed,
INV01887,PRJ00623,OnDeck Production Staffing,Crew,35476710,09 Mar 2024,disputed,
INV08029,PRJ01277,Lagos Grip & Lighting Co,Equipment Rental,1207820,17/03/2022,Paid,
INV08234,PRJ01902,OnSet Meals NG,Catering,1441287,2023-02-08,paid,
INV06994,PRJ00670,Coastline Property Services,Location,961358,23 Dec 2025,pending,
INV06173,PRJ02488,soundwave post ng,Post-Production,10604927,28-04-2023,disputed,
INV04975,PRJ00539,Coastline Property Services,Location,6363785,22/01/2025,disputed,
INV00532,PRJ03738,OnSet Meals NG,Catering,25701970,16 Jan 2025,Disputed,
INV06882,PRJ00534,Naija Faces Casting,Talent,11262443,09-12-2023,Pd,
INV07046,PRJ03178,Naija Faces Casting,Talent,"NGN 19,375,768",04-05-2021,Overdue,
INV02150,PRJ03680,Reel Edit Studios,Post-Production,20256438,03 May 2025,Paid,
INV06351,PRJ03549,SoundWave Post NG,Post-Production,17171403,13/02/2023,Overdue,
INV06827,PRJ01011,Urban Set Scouts,Location,30235057,08-10-2023,pending,
INV08248,PRJ01346,Crew Connect NG,Crew,32080804,16 Jul 2021,OVERDUE,
INV08937,PRJ01330,CHOP LIFE CATERING,Catering,20950407,2023-02-25,disputed,
INV01446,PRJ03077,Urban Set Scouts,Location,30932321,04 Apr 2024,paid,
INV04615,PRJ01986,NAIJA FACES CASTING,Talent,5297628,14-02-2024,disputed,
INV04713,PRJ02894,STAGEHAND TALENT AGENCY,Talent,25518267,23-08-2023,PAID,
INV04692,PRJ01851,Frame & Focus Equipment,Equipment Rental,46573364,07-03-2023,Paid,
INV02606,PRJ02227,Mama Bisi Kitchen Services,Catering,4091724,2024-09-23,pending,
INV03767,PRJ00107,Naija Locations Ltd,Location,58225731,03-01-2025,PAID,
INV02271,PRJ00123,Stagehand Talent Agency,Talent,25654604,05/09/2025,paid,
INV06281,PRJ03058,OnSet Meals NG,Catering,544790,05-02-2022,PAID,
INV08865,PRJ00260,Naija Faces Casting,Talent,5975136,2025-09-13,Paid,
INV02323,PRJ02141,ProGear Nigeria,Equipment Rental,17638500,26/01/2022,Paid,
INV06998,PRJ02945,Naija Faces Casting,Talent,12787405,24-02-2022,OVERDUE,
INV03495,PRJ02599,Chop Life Catering,Catering,21409568,08-01-2023,PAID,
INV03862,PRJ02385,Coastline Property Services,Location,3938408,14/01/2022,paid,
INV01854,PRJ03235,OnSet Meals NG,Catering,12039595,28-07-2024,pending,
INV00723,PRJ01647,OnSet Meals NG,Catering,23376668,01/12/2021,disputed,
INV01754,PRJ02962,ProGear Nigeria,Equipment Rental,13718492,27-10-2024,Pd,
INV02007,PRJ03431,SOUNDWAVE POST NG,Post-Production,36992428,14-09-2025,Pending,
INV03345,PRJ03842,SoundWave Post NG,Post-Production,35540886,04-01-2022,Pending,
INV04869,PRJ00678,NAIJA LOCATIONS LTD,Location,4117570,16-08-2022,Pd,
INV07366,PRJ03993,Stagehand Talent Agency,Talent,713789,08/11/2022,disputed,
INV01837,PRJ01830,Chop Life Catering,Catering,78130,28-11-2021,pending,
INV09586,PRJ00972,coastline property services,Location,19644458,10/04/2025,Pending,
INV01824,PRJ03236,Reel Edit Studios,Post-Production,3218487,06-11-2023,Paid,
INV04635,PRJ02598,Urban Set Scouts,Location,23386652,2024-10-17,Pending,
INV09043,PRJ03758,Lagos Grip & Lighting Co,Equipment Rental,13681913,03 Feb 2024,Paid,
INV00428,PRJ03618,OnDeck Production Staffing,Crew,17023745,03 Jul 2022,paid,
INV07348,PRJ02339,ColourGrade Lagos,Post-Production,35878025,01 Dec 2021,pending,
INV04247,PRJ00969,Naija Locations Ltd,Location,37155857,23-12-2023,PAID,
INV04315,PRJ02914,Crew Connect NG,Crew,"NGN 8,166,744",2023-10-24,disputed,
INV01848,PRJ00156,FRAME & FOCUS EQUIPMENT,Equipment Rental,"NGN 3,726,659",11-10-2025,Pending,
INV04169,PRJ03700,OnSet Meals NG,Catering,7790830,22-07-2022,Disputed,
INV04287,PRJ00477,Crew Connect NG,Crew,"NGN 1,393,856",2023-04-14,Disputed,
INV02201,PRJ01057,Urban Set Scouts,Location,15647786,03/06/2025,pending,
INV03878,PRJ03919,Naija Locations Ltd,Location,4210468,28 Jun 2022,PAID,
INV04802,PRJ03574,Crew Connect NG,Crew,27475831,16 Jun 2021,Overdue,
INV09532,PRJ02994,Crew Connect NG,Crew,37893942,08-10-2024,disputed,
INV00593,PRJ00492,Crew Connect NG,Crew,8505430,10/11/2022,Pending,
INV05284,PRJ03351,REDLINE CAMERA RENTALS,Equipment Rental,13700780,2025-07-13,Overdue,
INV00348,PRJ01023,OnSet Meals NG,Catering,4621206,28 Jun 2024,PAID,
INV09246,PRJ01353,STAGEHAND TALENT AGENCY,Talent,41285140,07-07-2024,Pending,
INV01584,PRJ01707,Stagehand Talent Agency,Talent,38299018,24/04/2025,OVERDUE,
INV03615,PRJ01074,Coastline Property Services,Location,89202,2024-04-11,paid,
INV03361,PRJ03598,Urban Set Scouts,Location,911646,16-04-2021,Pending,
INV01794,PRJ00387,Stagehand Talent Agency,Talent,32807974,21 Dec 2025,PAID,
INV04724,PRJ03477,NAIJA FACES CASTING,Talent,347935,06 Jan 2021,disputed,
INV07116,PRJ03319,Redline Camera Rentals,Equipment Rental,39578483,08/06/2023,paid,
INV00096,PRJ03727,Frame & Focus Equipment,Equipment Rental,3248706,20-09-2025,Disputed,
INV05125,PRJ00412,Naija Faces Casting,Talent,17985374,18-10-2024,Disputed,
INV05401,PRJ03890,Stagehand Talent Agency,Talent,31508594,2022-04-27,pending,
INV02490,PRJ03619,Stagehand Talent Agency,Talent,3606452,09-04-2025,disputed,
INV07226,PRJ02304,Urban Set Scouts,Location,11066839,02-12-2021,Pending,
INV01590,PRJ00469,Coastline Property Services,Location,5894080,02/04/2023,Disputed,
INV04439,PRJ02560,Redline Camera Rentals,Equipment Rental,46212569,2022-01-17,paid,
INV07028,PRJ01371,crew connect ng,Crew,33862191,2024-06-17,OVERDUE,
INV07655,PRJ02926,SoundWave Post NG,Post-Production,7698137,2024-04-18,Overdue,
INV05664,PRJ01745,SoundWave Post NG,Post-Production,"NGN 16,832,612",03 Oct 2025,OVERDUE,
INV06221,PRJ03720,Crew Connect NG,Crew,13097065,12-10-2022,Disputed,
INV01692,PRJ01345,Chop Life Catering,Catering,2181444,03/05/2022,pending,
