record_id,student_id,module_code,exam_sitting_date,official_exam_score,verified_by
EXB02297,NLI-89119,MT501,25-08-2019,37,Dr. Adekunle Bello
EXB00200,16631,DS401,2022-07-16,59,dr. samuel okoro
EXB00002,20806,ST301,25/04/2023,45,dr. samuel okoro
EXB02077,NLI-16353,IT201,2020-11-24,97,dr. samuel okoro
EXB00254,nli-63996,ST501,2022-06-06,50,Dr. Adekunle Bello
EXB01066,NLI133872,MT501,2023-03-27,86,prof. chika nwosu
EXB00480,NLI116539,ME501,2020-04-28,21,prof. chika nwosu
EXB01365,nli-103852,MT301,04/07/2021,26,dr. samuel okoro
EXB00171,NLI-05284,EN201,2023-12-09,38,Dr Fatima Yusuf
EXB02122,nli-146420,CS101,2019-03-22,49,dr. samuel okoro
EXB01112,NLI-172032,EC301,09/04/2021,51,Dr Fatima Yusuf
EXB02538,64771,EC101,2022-10-08,60,PROF. NGOZI EZE
EXB01198,73653,MT501,16-12-2019,60,dr. samuel okoro
EXB02230,nli-109618,EC501,02/07/2021,31,PROF. NGOZI EZE
EXB01983,nli-187309,EN301,14-05-2021,82,Dr Fatima Yusuf
EXB01013,nli-134140,ME201,05/01/2021,58,PROF. NGOZI EZE
EXB02539,nli-53690,DS201,27-07-2022,81,Dr. Adekunle Bello
EXB02129,NLI-126654,IT501,04-02-2020,-19,Dr. Adekunle Bello
EXB01968,NLI-166544,PH201,14/03/2023,57,PROF. NGOZI EZE
EXB01084,nli-30874,ME101,2019-11-17,52,Dr. Adekunle Bello
EXB00585,NLI-113652,ST201,21/12/2022,28,Dr Fatima Yusuf
EXB01148,189162,DS501,2021-08-17,80,Dr Fatima Yusuf
EXB00167,33412,MT401,17/01/2022,83,Dr Fatima Yusuf
EXB00157,NLI116462,ME201,2020-12-03,98,PROF. NGOZI EZE
EXB00687,189031,EC301,25/06/2024,97,Dr Fatima Yusuf
EXB01446,nli-141460,MT101,09/06/2019,43,PROF. NGOZI EZE
EXB02001,NLI89692,ST401,01/04/2020,34,Dr. Adekunle Bello
EXB00690,136788,EN201,13/06/2023,52,dr. samuel okoro
EXB00683,nli-46815,ME101,26/10/2019,75,Dr Fatima Yusuf
EXB00652,NLI-111725,CS201,17-01-2024,51,Dr. Adekunle Bello
EXB01817,NLI-178209,DS501,24/01/2024,52,Dr Fatima Yusuf
EXB02154,NLI87716,DS301,2019-10-14,77,Dr Fatima Yusuf
EXB00544,145841,EE301,25-01-2020,,PROF. NGOZI EZE
EXB02010,85336,ST201,09-08-2019,35,dr. samuel okoro
EXB01320,196358,CS401,22/01/2019,46,prof. chika nwosu
EXB02210,18293,MT401,2020-03-20,46,Dr. Adekunle Bello
EXB01418,nli-57647,DS501,03-08-2021,50,Dr Fatima Yusuf
EXB02486,92099,DS501,24-06-2024,76,PROF. NGOZI EZE
EXB01679,NLI51303,MT301,26-03-2022,51,Dr Fatima Yusuf
EXB02022,nli-17801,ME501,2022-09-19,,dr. samuel okoro
EXB02145,NLI-168429,IT201,05/05/2022,72,Dr. Adekunle Bello
EXB02027,NLI-23526,ST101,2019-01-15,75,prof. chika nwosu
EXB02390,NLI-163641,CS101,06-07-2021,46,prof. chika nwosu
EXB02368,NLI-52199,ME101,2020-09-08,24,prof. chika nwosu
EXB02570,NLI01409,EN401,26-10-2022,108,prof. chika nwosu
EXB00512,nli-150908,IT501,21/08/2019,79,dr. samuel okoro
EXB01503,NLI-190250,DS201,26/09/2024,72,Dr. Adekunle Bello
EXB00342,nli-08576,IT401,2019-04-17,67,Dr Fatima Yusuf
EXB01344,NLI-101429,IT201,2022-05-15,75,Dr. Adekunle Bello
EXB01313,NLI-139034,IT301,22/12/2021,,dr. samuel okoro
EXB02249,46376,MT301,09/05/2020,93,Dr Fatima Yusuf
EXB01405,NLI89055,ST101,03/12/2022,78,Dr Fatima Yusuf
EXB00462,NLI95776,EC201,10/01/2020,79,PROF. NGOZI EZE
EXB01884,NLI-108770,EE401,05/05/2024,51,Dr Fatima Yusuf
EXB02414,NLI43149,CS301,10/03/2023,90,Dr Fatima Yusuf
EXB00190,NLI-159526,CS501,24-05-2023,75,dr. samuel okoro
EXB01595,NLI-191674,CS301,27/11/2021,76,dr. samuel okoro
EXB00207,NLI-11518,DS501,12-09-2024,54,dr. samuel okoro
EXB02559,NLI-46050,ME301,24/01/2022,,Dr Fatima Yusuf
EXB01279,NLI-192468,EC101,03-06-2020,,prof. chika nwosu
EXB00908,nli-179567,DS201,27-10-2024,89,dr. samuel okoro
EXB00400,nli-187868,DS501,2023-09-01,37,PROF. NGOZI EZE
EXB02173,NLI25625,PH401,19-06-2020,74,PROF. NGOZI EZE
EXB00844,NLI-07163,DS501,27-09-2023,34,prof. chika nwosu
EXB01507,192295,DS201,19/11/2019,100,Dr Fatima Yusuf
EXB00116,111565,DS201,13-03-2021,20,dr. samuel okoro
EXB02441,169540,DS401,21-01-2021,62,Dr Fatima Yusuf
EXB00343,nli-26067,EN101,27-02-2023,,Dr. Adekunle Bello
EXB01804,NLI-172371,IT301,25-06-2021,72,PROF. NGOZI EZE
EXB02470,NLI154798,ST501,02/11/2021,37,Dr Fatima Yusuf
EXB01164,48373,EE301,13-06-2022,,Dr. Adekunle Bello
EXB01269,nli-188938,DS201,01/01/2019,20,PROF. NGOZI EZE
EXB00575,nli-193939,EN201,04/01/2019,82,PROF. NGOZI EZE
EXB00807,nli-99598,DS101,21-05-2022,111,Dr. Adekunle Bello
EXB01015,NLI-180205,ST301,06/06/2023,92,PROF. NGOZI EZE
EXB00051,NLI144668,DS101,04-02-2021,95,dr. samuel okoro
EXB02202,NLI-94437,EE401,2021-09-13,35,Dr Fatima Yusuf
EXB00513,NLI-50056,ME401,10/08/2021,,prof. chika nwosu
EXB00609,140338,EE501,16-11-2019,78,Dr. Adekunle Bello
EXB00301,36943,EN101,2019-03-28,,dr. samuel okoro
EXB00096,NLI-104956,EN401,03/03/2022,84,Dr. Adekunle Bello
EXB00275,nli-29912,ME201,2021-03-19,33,dr. samuel okoro
EXB02531,nli-69216,DS301,11/07/2021,32,Dr Fatima Yusuf
EXB00127,NLI-109968,EC401,08-11-2019,,PROF. NGOZI EZE
EXB00935,37080,CS101,2021-09-09,100,Dr Fatima Yusuf
EXB00737,NLI-03831,IT301,28/08/2019,63,Dr Fatima Yusuf
EXB00145,nli-155425,EC401,2019-09-04,98,PROF. NGOZI EZE
EXB01226,NLI-142646,PH301,25/11/2023,27,Dr. Adekunle Bello
EXB01332,55566,ME201,2019-02-12,73,dr. samuel okoro
EXB00139,133365,ME101,2021-12-27,46,prof. chika nwosu
EXB01175,nli-73321,PH301,2024-02-12,,Dr Fatima Yusuf
EXB02289,NLI-186985,IT401,06/01/2024,82,prof. chika nwosu
EXB01259,NLI45114,IT301,2020-06-21,74,Dr Fatima Yusuf
EXB01762,NLI-58818,EN401,24-09-2020,42,PROF. NGOZI EZE
EXB01075,37534,EC101,28-06-2021,56,Dr Fatima Yusuf
EXB01419,NLI-126510,EE401,23-09-2024,43,Dr Fatima Yusuf
EXB01260,NLI-20443,PH301,24/03/2023,51,PROF. NGOZI EZE
EXB02450,nli-176477,IT201,26/02/2021,97,Dr Fatima Yusuf
EXB02231,NLI-119250,EE301,2024-09-01,86,Dr. Adekunle Bello
EXB02422,184179,EC201,17/06/2019,45,dr. samuel okoro
EXB01530,nli-69431,IT301,2022-02-21,52,PROF. NGOZI EZE
EXB01385,NLI09929,PH401,2021-02-18,46,Dr Fatima Yusuf
EXB00541,NLI-45150,IT301,28-03-2023,54,dr. samuel okoro
EXB00306,NLI-33428,ME401,02/03/2024,43,dr. samuel okoro
EXB00577,NLI-163193,IT401,12/01/2022,27,PROF. NGOZI EZE
EXB01704,NLI-111804,MT301,2019-03-13,71,Dr Fatima Yusuf
EXB00206,NLI-112682,MT201,15-03-2020,63,Dr Fatima Yusuf
EXB02048,NLI-21803,EN501,2022-12-24,50,Dr Fatima Yusuf
EXB01891,132454,MT401,26-10-2024,,Dr. Adekunle Bello
EXB01954,NLI-37189,IT501,24-05-2024,72,Dr Fatima Yusuf
EXB02331,NLI-188331,IT401,10-04-2024,96,Dr. Adekunle Bello
EXB00180,NLI124729,PH501,16-01-2023,74,Dr. Adekunle Bello
EXB00327,NLI86147,ST201,21/11/2024,73,PROF. NGOZI EZE
EXB00952,81965,MT101,2021-11-03,,PROF. NGOZI EZE
EXB01773,NLI-50459,MT101,11/11/2021,100,Dr Fatima Yusuf
EXB01649,NLI-199498,DS101,2022-02-05,36,prof. chika nwosu
EXB01049,62600,MT501,20-03-2020,33,Dr Fatima Yusuf
EXB00813,nli-32119,EE501,17-10-2023,34,prof. chika nwosu
EXB00833,nli-104100,IT301,07-01-2022,,prof. chika nwosu
EXB00159,NLI-151591,MT301,06-07-2019,71,Dr. Adekunle Bello
EXB01625,NLI-122446,IT301,16-11-2020,94,Dr. Adekunle Bello
EXB00872,NLI-148029,DS201,18-09-2020,44,PROF. NGOZI EZE
EXB01475,nli-74150,ST201,2021-08-26,23,Dr. Adekunle Bello
EXB02582,nli-159917,ST101,2021-03-15,105,prof. chika nwosu
EXB01312,nli-53778,PH401,03-05-2020,100,Dr Fatima Yusuf
EXB00014,nli-33562,PH201,11-04-2021,,dr. samuel okoro
EXB01249,nli-79369,DS101,09-12-2023,39,Dr. Adekunle Bello
EXB01402,NLI-189840,DS501,02/07/2024,20,prof. chika nwosu
EXB01055,NLI175088,EE401,19-02-2023,50,Dr. Adekunle Bello
EXB00553,nli-115085,EC401,2024-10-25,78,Dr. Adekunle Bello
EXB02579,NLI-28556,DS201,2023-01-10,27,Dr. Adekunle Bello
EXB01285,168504,MT301,2022-03-25,23,Dr Fatima Yusuf
EXB01297,NLI87661,ST201,2021-03-24,24,Dr. Adekunle Bello
EXB00766,NLI-169571,EN201,21-11-2024,65,Dr. Adekunle Bello
EXB01566,NLI-118134,EN201,23-03-2022,73,dr. samuel okoro
EXB01911,NLI-12430,DS201,06-04-2021,25,dr. samuel okoro
EXB00974,NLI45650,ME301,18/04/2024,85,Dr. Adekunle Bello
EXB02183,nli-172212,CS201,23/06/2024,61,PROF. NGOZI EZE
EXB00669,NLI-61454,EN201,04/10/2022,31,dr. samuel okoro
EXB00969,NLI-57158,MT101,08-10-2023,100,Dr. Adekunle Bello
EXB02072,NLI-93417,ME201,27/01/2024,43,prof. chika nwosu
EXB01854,NLI-15901,EE501,17-03-2022,82,Dr Fatima Yusuf
EXB00711,NLI-177319,DS501,2023-06-18,69,Dr Fatima Yusuf
EXB00642,NLI-89799,MT401,12-03-2020,80,prof. chika nwosu
EXB02532,09830,IT101,23-09-2024,35,Dr. Adekunle Bello
EXB02376,NLI-49129,ME101,14-08-2022,75,Dr. Adekunle Bello
EXB00326,176215,PH101,25-04-2020,69,dr. samuel okoro
EXB00034,NLI-190993,EN501,24-07-2024,95,PROF. NGOZI EZE
EXB01519,NLI170014,CS101,17-04-2023,100,PROF. NGOZI EZE
EXB00944,nli-162664,CS401,08-07-2019,99,PROF. NGOZI EZE
EXB02164,NLI22767,EN101,2024-04-14,40,PROF. NGOZI EZE
EXB01096,NLI-152292,MT501,10-11-2022,78,prof. chika nwosu
EXB00938,NLI-40999,PH101,20-07-2019,98,prof. chika nwosu
EXB01721,NLI-142112,PH201,2020-01-16,32,prof. chika nwosu
EXB02556,31353,CS501,2021-04-25,98,Dr. Adekunle Bello
EXB01745,NLI20093,MT401,08/12/2021,43,dr. samuel okoro
EXB00037,NLI-119635,PH301,2021-04-25,41,prof. chika nwosu
EXB01803,NLI107889,EC501,09-02-2024,22,PROF. NGOZI EZE
EXB02228,nli-82011,ME501,2019-03-19,47,Dr Fatima Yusuf
EXB00607,nli-48821,DS501,2020-06-02,,PROF. NGOZI EZE
EXB00792,17021,EN501,2023-09-25,93,Dr Fatima Yusuf
EXB00298,nli-131798,ME101,27-03-2019,51,dr. samuel okoro
EXB01732,NLI-22377,ME301,2024-02-17,56,Dr. Adekunle Bello
EXB00339,NLI-43141,EE101,2023-12-01,57,PROF. NGOZI EZE
EXB00094,128927,ST201,21/01/2019,91,prof. chika nwosu
EXB02312,NLI-126554,ST201,13/02/2021,-17,PROF. NGOZI EZE
EXB01214,NLI-10810,ST401,14-01-2024,97,PROF. NGOZI EZE
EXB00211,NLI-178691,EE501,22/02/2024,28,PROF. NGOZI EZE
EXB01137,NLI-01283,EC201,08/11/2019,41,Dr. Adekunle Bello
EXB00678,NLI-172019,ST301,27/12/2024,98,dr. samuel okoro
EXB01924,NLI176828,IT501,17-07-2024,73,Dr Fatima Yusuf
EXB00198,nli-60349,ME101,16/02/2023,73,prof. chika nwosu
EXB01363,NLI-54047,PH101,27-09-2022,47,Dr Fatima Yusuf
EXB00408,NLI-92968,IT401,04/07/2020,100,Dr. Adekunle Bello
EXB00810,NLI68194,DS201,18-10-2021,31,dr. samuel okoro
EXB00230,162559,EE101,2024-08-26,94,dr. samuel okoro
EXB00451,nli-48815,EN301,2024-02-07,61,PROF. NGOZI EZE
EXB00444,NLI-193269,EN101,12-01-2023,44,prof. chika nwosu
EXB00957,nli-47993,EE101,2022-02-18,78,Dr Fatima Yusuf
EXB00090,NLI07496,EE301,27/03/2019,57,Dr. Adekunle Bello
EXB00106,NLI91067,EN501,2021-01-22,29,prof. chika nwosu
EXB00733,NLI-23430,EE301,02/04/2023,91,dr. samuel okoro
EXB00091,NLI-68114,EC401,2019-01-23,95,dr. samuel okoro
EXB00559,23810,ME401,13-06-2023,89,prof. chika nwosu
EXB00117,NLI83662,PH501,2019-07-24,64,Dr. Adekunle Bello
EXB01910,nli-194525,IT501,22/05/2020,92,dr. samuel okoro
EXB01689,NLI145309,EC401,12/01/2022,21,prof. chika nwosu
EXB00336,NLI-126020,CS201,2020-07-03,41,Dr Fatima Yusuf
EXB00415,NLI-07868,CS101,24-06-2022,45,prof. chika nwosu
EXB02288,63915,PH501,04-04-2019,,prof. chika nwosu
EXB02595,75385,EN101,02/03/2024,25,Dr. Adekunle Bello
EXB01608,NLI-182089,ME201,2021-02-14,18,dr. samuel okoro
EXB00173,nli-175097,ME501,26/09/2020,37,PROF. NGOZI EZE
EXB00951,nli-63150,ST101,2024-01-26,69,PROF. NGOZI EZE
EXB01143,NLI60880,EN301,11/01/2024,56,dr. samuel okoro
EXB01456,nli-165517,ME101,26-05-2019,90,dr. samuel okoro
EXB00977,NLI139022,ST501,2022-10-21,37,prof. chika nwosu
EXB00436,NLI-75121,ME101,20-03-2024,28,dr. samuel okoro
EXB01310,NLI-41981,EN201,2020-02-08,-5,dr. samuel okoro
EXB02465,nli-41389,CS201,27-03-2024,79,prof. chika nwosu
EXB01619,NLI-112774,EC301,10-09-2019,42,dr. samuel okoro
EXB00775,178790,CS101,10/05/2020,68,dr. samuel okoro
EXB01335,NLI45415,MT201,02-11-2024,56,Dr. Adekunle Bello
EXB00998,NLI129292,ME401,2020-12-05,25,dr. samuel okoro
EXB01893,NLI89664,CS201,17/11/2023,95,Dr. Adekunle Bello
EXB00330,NLI177355,MT201,19/02/2020,37,PROF. NGOZI EZE
EXB01183,NLI68850,EE301,04/09/2022,114,Dr Fatima Yusuf
EXB01695,NLI-64232,MT101,20-12-2019,74,dr. samuel okoro
EXB01449,37124,CS501,12-05-2021,41,dr. samuel okoro
EXB00697,nli-172140,CS101,11-12-2020,95,Dr. Adekunle Bello
EXB02125,NLI-186100,ST301,02/09/2019,66,dr. samuel okoro
EXB02076,NLI-169890,DS501,07/04/2020,96,dr. samuel okoro
EXB00716,92873,MT401,25-07-2023,27,prof. chika nwosu
EXB00168,12943,IT101,2020-10-15,29,dr. samuel okoro
EXB00880,126248,ST501,16/06/2020,60,Dr Fatima Yusuf
EXB00441,nli-102697,PH501,07-03-2023,56,Dr Fatima Yusuf
EXB00269,NLI193813,IT101,2022-03-01,52,PROF. NGOZI EZE
EXB00153,nli-64358,EC101,03/07/2021,37,prof. chika nwosu
EXB00926,NLI-123528,ST101,11-07-2023,35,Dr Fatima Yusuf
EXB02490,53668,ME201,2023-07-20,55,Dr Fatima Yusuf
EXB00773,144382,DS201,16-12-2023,77,Dr. Adekunle Bello
EXB01836,NLI70501,PH501,2024-03-18,81,Dr Fatima Yusuf
EXB02156,NLI-50911,IT401,19/07/2020,37,dr. samuel okoro
EXB00195,NLI85017,MT501,08/07/2024,33,Dr. Adekunle Bello
EXB02358,NLI-77981,EC301,25/05/2021,-9,Dr Fatima Yusuf
EXB00784,NLI-77554,EC101,11/05/2021,82,prof. chika nwosu
EXB02546,NLI-87345,IT201,22/12/2021,80,Dr. Adekunle Bello
EXB01583,NLI-192401,EE101,2020-09-04,79,PROF. NGOZI EZE
EXB02105,NLI-98543,ME401,20-05-2024,,dr. samuel okoro
EXB00837,nli-97536,PH101,2024-07-03,67,prof. chika nwosu
EXB02568,NLI-45274,MT401,19-12-2021,32,Dr Fatima Yusuf
EXB02447,195835,DS301,23-04-2023,48,dr. samuel okoro
EXB01996,NLI-01121,EE201,26/07/2019,62,prof. chika nwosu
EXB00633,123425,IT401,10/08/2020,,dr. samuel okoro
EXB00881,NLI-166152,MT401,28-02-2023,27,prof. chika nwosu
EXB01356,NLI177192,EE501,12/06/2022,66,Dr. Adekunle Bello
EXB02107,nli-128329,IT501,25-02-2024,30,prof. chika nwosu
EXB01757,nli-121799,IT201,2019-05-24,35,prof. chika nwosu
EXB01793,NLI-82732,PH501,28-02-2021,83,PROF. NGOZI EZE
EXB00797,NLI87268,CS401,2022-03-21,56,PROF. NGOZI EZE
EXB02006,NLI-126820,ST501,03-07-2022,100,Dr. Adekunle Bello
EXB01176,NLI-106409,CS101,10/03/2024,96,Dr. Adekunle Bello
EXB02266,NLI-133889,ME201,19-01-2021,47,prof. chika nwosu
EXB00351,NLI15836,EC101,25-05-2021,46,PROF. NGOZI EZE
EXB01738,37651,PH201,2024-06-23,30,dr. samuel okoro
EXB01784,NLI-109346,ME201,2020-09-23,42,prof. chika nwosu
EXB02389,69450,PH201,2021-10-28,41,Dr. Adekunle Bello
EXB02216,NLI-177348,EE201,2024-12-20,91,dr. samuel okoro
EXB00121,90971,IT401,13-05-2020,60,PROF. NGOZI EZE
EXB01780,NLI-197154,IT301,2019-01-28,46,Dr. Adekunle Bello
EXB02192,NLI-181451,PH201,25-09-2021,60,dr. samuel okoro
EXB01826,NLI-46084,EN101,25/06/2019,31,prof. chika nwosu
EXB01837,151467,EN401,2022-05-07,20,Dr Fatima Yusuf
EXB01362,89496,IT501,22/07/2023,40,Dr Fatima Yusuf
EXB01932,198909,ME101,17-02-2020,50,Dr. Adekunle Bello
EXB01305,NLI-128779,MT301,06/01/2019,89,PROF. NGOZI EZE
EXB00475,nli-87454,EE401,02-02-2023,33,dr. samuel okoro
EXB00677,NLI-110373,IT201,18/01/2022,71,Dr Fatima Yusuf
EXB00879,NLI-87727,PH201,08/06/2019,30,dr. samuel okoro
EXB01415,nli-09625,PH301,23-05-2022,90,PROF. NGOZI EZE
EXB01194,NLI-24494,DS201,03-12-2021,26,dr. samuel okoro
EXB00996,NLI-05984,EN101,2021-04-15,50,Dr Fatima Yusuf
EXB00750,NLI-126268,ME301,2021-01-28,79,Dr. Adekunle Bello
EXB01939,NLI-162783,CS101,20-03-2023,78,Dr. Adekunle Bello
EXB01678,17055,ST201,28-09-2023,71,dr. samuel okoro
EXB01923,nli-88796,CS301,20-08-2019,95,dr. samuel okoro
EXB02296,NLI-97235,MT401,2021-07-01,48,Dr Fatima Yusuf
EXB01010,197323,DS301,10-03-2020,54,Dr Fatima Yusuf
EXB00362,nli-116530,ST301,2024-06-15,51,dr. samuel okoro
EXB01306,NLI-97887,IT401,09-01-2019,,PROF. NGOZI EZE
EXB00411,171492,IT101,15/12/2023,90,Dr Fatima Yusuf
EXB00574,nli-109185,CS401,09/08/2019,80,prof. chika nwosu
EXB01008,NLI60683,PH501,14/05/2019,67,Dr Fatima Yusuf
EXB01334,NLI-60538,IT301,28-01-2022,41,prof. chika nwosu
EXB02588,115562,CS101,07/11/2022,45,Dr. Adekunle Bello
EXB01056,84759,IT401,09/08/2023,63,prof. chika nwosu
EXB02324,NLI-119785,EC401,2022-10-19,52,Dr. Adekunle Bello
EXB00273,NLI49325,EE501,2023-08-07,87,dr. samuel okoro
EXB02075,nli-27191,DS101,08-01-2023,85,PROF. NGOZI EZE
EXB00751,NLI-193473,EN501,20-12-2022,90,Dr Fatima Yusuf
EXB01237,NLI166504,ST501,04/05/2019,41,Dr Fatima Yusuf
EXB02130,48942,EN401,2022-04-04,78,PROF. NGOZI EZE
EXB00105,NLI131150,DS101,08/04/2024,52,dr. samuel okoro
EXB00103,159474,IT501,2019-09-23,72,Dr Fatima Yusuf
EXB00982,NLI-173576,EN501,04/01/2019,94,Dr. Adekunle Bello
EXB01111,nli-47602,MT301,21/04/2023,54,Dr. Adekunle Bello
EXB00394,111594,ME101,2023-01-08,70,PROF. NGOZI EZE
EXB00570,NLI139327,CS201,2019-03-23,,Dr Fatima Yusuf
EXB00667,NLI129456,ME501,08-10-2023,35,Dr Fatima Yusuf
EXB00610,NLI-175258,ME101,11/03/2024,59,Dr. Adekunle Bello
EXB00048,NLI-91114,DS401,17-12-2021,79,Dr. Adekunle Bello
EXB00527,nli-89690,EE301,2021-05-07,68,Dr Fatima Yusuf
EXB01257,nli-33539,MT401,01-10-2023,70,Dr. Adekunle Bello
EXB00463,NLI-34522,EE401,20-11-2020,49,prof. chika nwosu
EXB00892,NLI-26154,EE101,2021-02-25,31,Dr Fatima Yusuf
EXB01067,19130,DS101,2019-03-15,41,Dr. Adekunle Bello
EXB00229,117391,CS501,21/08/2021,50,PROF. NGOZI EZE
EXB01496,nli-26758,ST501,25/03/2022,61,Dr Fatima Yusuf
EXB00859,NLI95657,DS501,22/08/2022,20,PROF. NGOZI EZE
EXB02059,35204,ST101,2022-02-21,,prof. chika nwosu
EXB02287,NLI98090,EE301,08-01-2019,47,dr. samuel okoro
EXB01241,nli-165028,EC301,25/06/2019,81,PROF. NGOZI EZE
EXB01337,NLI33694,CS501,08-07-2021,92,Dr Fatima Yusuf
EXB01051,NLI-163737,EN401,2022-01-13,32,prof. chika nwosu
EXB01125,NLI100140,EE101,19/06/2022,,Dr Fatima Yusuf
EXB01787,NLI-198159,DS301,22/06/2023,80,PROF. NGOZI EZE
EXB01435,NLI-28904,MT301,23-05-2022,75,PROF. NGOZI EZE
EXB01742,NLI-125121,PH101,2023-10-09,53,Dr Fatima Yusuf
EXB00979,NLI-160758,EE401,2023-04-23,44,Dr Fatima Yusuf
EXB00976,NLI147537,EN401,20-10-2022,44,Dr Fatima Yusuf
EXB00579,NLI-88510,EE501,20/04/2022,95,dr. samuel okoro
EXB00670,09817,ME501,2020-05-27,89,Dr Fatima Yusuf
EXB00848,NLI-85210,EE501,08-04-2022,59,Dr Fatima Yusuf
EXB01938,nli-130787,IT401,03/05/2024,78,prof. chika nwosu
EXB01528,NLI-132980,ME501,2023-05-24,97,PROF. NGOZI EZE
EXB02089,150018,MT301,2019-05-21,,PROF. NGOZI EZE
EXB00519,NLI-144171,EE201,24-08-2019,44,prof. chika nwosu
EXB00714,NLI-41338,ME301,04-06-2022,24,dr. samuel okoro
EXB01491,128762,IT401,15/12/2021,34,dr. samuel okoro
EXB00009,NLI-38785,ME501,22-02-2023,35,dr. samuel okoro
EXB00166,nli-72928,EN501,21-10-2019,70,Dr Fatima Yusuf
EXB01093,186220,ME201,16-01-2020,49,prof. chika nwosu
EXB01912,30741,MT501,2019-02-02,94,Dr Fatima Yusuf
EXB00120,NLI-119076,EE101,2024-12-01,50,PROF. NGOZI EZE
EXB01668,NLI-13384,CS501,2024-02-23,77,dr. samuel okoro
EXB00152,NLI-86101,PH301,24-05-2022,60,dr. samuel okoro
EXB02371,NLI-42172,ST401,07-06-2023,76,Dr Fatima Yusuf
EXB00988,NLI-81372,ME201,2019-05-17,42,Dr. Adekunle Bello
EXB01593,NLI-177990,DS201,03/11/2020,74,PROF. NGOZI EZE
EXB01956,nli-77244,EE501,2021-09-11,39,Dr. Adekunle Bello
EXB00666,NLI-26389,CS501,24/04/2020,56,prof. chika nwosu
EXB02280,NLI-52443,EC201,23-03-2020,33,Dr. Adekunle Bello
EXB01314,NLI-17236,EN401,24/03/2019,76,Dr. Adekunle Bello
EXB02064,29429,EN501,14-05-2022,70,dr. samuel okoro
EXB01441,nli-175320,PH501,24/01/2021,67,prof. chika nwosu
EXB00824,NLI-115814,ME101,2024-04-01,86,prof. chika nwosu
EXB00068,52279,ST501,12/07/2022,,PROF. NGOZI EZE
EXB02468,38355,ME401,27/04/2020,66,dr. samuel okoro
EXB00353,NLI-40260,EC401,2021-08-10,91,Dr Fatima Yusuf
EXB01889,NLI-110161,DS101,19/01/2024,20,dr. samuel okoro
EXB00689,183219,EC301,27-05-2021,30,Dr. Adekunle Bello
EXB01706,nli-24946,IT101,2020-12-05,60,Dr. Adekunle Bello
EXB01671,NLI-96607,ME401,25/08/2020,52,Dr Fatima Yusuf
EXB00907,nli-117774,MT201,26-04-2023,36,Dr. Adekunle Bello
EXB01466,NLI-30649,EN301,2020-05-16,56,Dr. Adekunle Bello
EXB00013,NLI97721,PH201,09-12-2024,56,PROF. NGOZI EZE
EXB01755,nli-108348,DS101,25-09-2023,83,PROF. NGOZI EZE
EXB01916,nli-155323,IT501,14/05/2020,28,Dr. Adekunle Bello
EXB02408,110309,DS301,18-11-2019,32,prof. chika nwosu
EXB01999,31542,EC101,14/01/2019,83,PROF. NGOZI EZE
EXB00701,105906,ME101,19/01/2019,97,prof. chika nwosu
EXB00934,NLI-34062,CS401,13-12-2021,53,Dr Fatima Yusuf
EXB01955,NLI141172,EC301,13-12-2024,76,Dr Fatima Yusuf
EXB00124,NLI-47933,EN101,2023-08-01,78,prof. chika nwosu
EXB01196,nli-44563,EC401,14/06/2019,,dr. samuel okoro
EXB00781,NLI148107,MT301,04-06-2022,51,PROF. NGOZI EZE
EXB01286,NLI51967,CS201,2024-08-09,70,Dr. Adekunle Bello
EXB00498,nli-01138,IT201,08-01-2019,32,PROF. NGOZI EZE
EXB01799,NLI-03767,EE101,03-05-2019,62,Dr. Adekunle Bello
EXB00932,NLI-43150,EC301,2019-07-28,58,Dr. Adekunle Bello
EXB00101,NLI-168360,IT501,15-04-2022,40,Dr. Adekunle Bello
EXB02455,NLI-70467,IT201,2023-07-21,79,dr. samuel okoro
EXB00646,NLI99421,DS301,17-10-2020,30,Dr. Adekunle Bello
EXB00413,21205,EN101,23-04-2022,58,Dr. Adekunle Bello
EXB00235,NLI-138097,DS101,2024-05-06,60,PROF. NGOZI EZE
EXB01877,NLI-165564,DS201,11-01-2021,52,prof. chika nwosu
EXB01703,NLI-184008,ST301,10-06-2020,34,prof. chika nwosu
EXB02319,NLI-194182,EC101,08/03/2020,42,Dr. Adekunle Bello
EXB00102,NLI01583,ST101,05-03-2023,57,PROF. NGOZI EZE
EXB01110,NLI-63719,MT101,2024-01-10,79,dr. samuel okoro
EXB00194,03692,IT101,15-03-2019,26,prof. chika nwosu
EXB02597,nli-37213,EE501,2024-01-11,22,dr. samuel okoro
EXB01766,NLI150618,MT401,13/05/2023,66,dr. samuel okoro
EXB02047,NLI137215,ST401,19-07-2021,118,prof. chika nwosu
EXB02178,NLI72383,ST401,2023-10-11,87,Dr. Adekunle Bello
EXB00430,nli-50847,ST101,01/05/2023,75,prof. chika nwosu
EXB00686,193289,PH101,2024-03-05,77,PROF. NGOZI EZE
EXB00828,109938,DS501,2023-03-19,25,Dr Fatima Yusuf
EXB01275,NLI-11124,EN201,18-03-2023,84,PROF. NGOZI EZE
EXB01349,NLI-16951,EN401,2023-06-16,63,Dr. Adekunle Bello
EXB00011,nli-77216,CS201,2024-12-16,74,Dr. Adekunle Bello
